relative_path,bytes,sha256
00_START/C2_06_START_HERE_TEACHING_RC1.pdf,6518,011130e90a82d7a90e03380d7b69bff27cd265524a60f28714bd78d5b789e46c
01_TEACH/C2_06_DATA_WAREHOUSING_PLATFORM_FOUNDATIONS_TEACHING_BOOK_RC1.pdf,115499,75c01b71f6c42b9f3076707521a97f0233bfdf3d3d3f7c5d7e6b25c19999962a
02_PRACTICE/C2_06_PRACTICE_DATA_RC1.zip,4287,747deb0a35e9b503fb91bb012116c55c8dfc40f7a25070dd3e69094824295a0f
02_PRACTICE/C2_06_PRACTICE_WORKBOOK_RC1.xlsx,20639,fb0104fd890a998190e887f1ffb1452c6a603ad477cc58035a4676f24f0bac4f
03_MINI_LAB/C2_06_MINI_LAB_FLEETCARE_WAREHOUSE_DESIGN_BRIEF_RC1.pdf,5049,73554eb1679ecdfd3116bc9810432189fe4a0985210ae94e4dd5873548cb7e29
03_MINI_LAB/C2_06_MINI_LAB_FLEETCARE_WAREHOUSE_DESIGN_RC1.xlsx,8533,688e67feb46f90158778a6e563b5146a017ff342a867d5d661f894096d34ee88
04_ASSESSMENT/GATE_A/C2_06_GATE_A_DATA_RC1.zip,3425,c35c064ff0b94abca87bf26cec4a0afaff9d42b531763c7c64cfc82c70ee04ef
04_ASSESSMENT/GATE_A/C2_06_GATE_A_FRESH_ASSESSMENT_RC1.xlsx,6923,1190aba39840654c642e0adbde279bddc60a6a32e18da335ba70aceea714ec9d
04_ASSESSMENT/RETEST_ONLY_DO_NOT_OPEN/GATE_B/C2_06_GATE_B_DATA_RC1.zip,2239,96fed090b7b90257e0b7d711b45c9952a294831633984bf557e0e56998e52576
04_ASSESSMENT/RETEST_ONLY_DO_NOT_OPEN/GATE_B/C2_06_GATE_B_FRESH_ASSESSMENT_RC1.xlsx,6906,c6f350774443f5e9bdb2182acfcfb45d14d6ea002e608a9450fbc2e9244a5fb9
04_ASSESSMENT/RETEST_ONLY_DO_NOT_OPEN/GATE_B/C2_06_GATE_B_REVIEW_PROTECTED_RC1.pdf,4848,8fc8cb3994d867c85e789f398afed8571cd4f945e457730aec1f1366574fb04b
04_ASSESSMENT/RETEST_ONLY_DO_NOT_OPEN/GATE_C/C2_06_GATE_C_DATA_RC1.zip,2482,58d883eed77fd54ec12ed78ffebc1714400216c80487c9e5c527d5540f64148e
04_ASSESSMENT/RETEST_ONLY_DO_NOT_OPEN/GATE_C/C2_06_GATE_C_FRESH_ASSESSMENT_RC1.xlsx,6914,c8b8692e29015e2715e23da935f8058965a9d562909010116d9d190cbd854162
04_ASSESSMENT/RETEST_ONLY_DO_NOT_OPEN/GATE_C/C2_06_GATE_C_REVIEW_PROTECTED_RC1.pdf,4880,4a053d8317724fab971cc287b323e668bcbc1da5618796806e737be388e3092c
04_ASSESSMENT/REVIEWS/C2_06_GATE_A_REVIEW_PROTECTED_RC1.pdf,4849,4a2dffbaea9bf76aec66f4d262bab5505559da6a7f7ff0a1598c203d0ea71037
04_ASSESSMENT/REVIEWS/C2_06_PRACTICE_REVIEW_PROTECTED_RC1.pdf,23300,5fff74ebf11f7613bfdf4e5f934d0e0eff4d86fb5303e66dc1df30d3b72064ea
05_REPAIR/C2_06_TARGETED_REMEDIATION_CARDS_PROTECTED_RC1.pdf,10648,358766f12030596ffbfaffa9a45bea39d2ae47f2d8d0a5aa0454f08b9e781a99
90_CONTROL/C2_06_BASELINE_RESOURCE_PRESERVATION_RC1.csv,606,a89878f188d24e967a5df6340f5edc08f4be676f39e3acf0f38252df92726b14
90_CONTROL/C2_06_CANONICAL_LESSON_ROUTE_REGISTRY_RC1.csv,2025,d9e866b18e193a31d8c285abbb7cda86e4f27d16d97f5b9e910b71c0eb5a2be1
90_CONTROL/C2_06_CROSS_COURSE_HANDOFF_RC1.json,1094,5c7d0af48361c26e05a9e3e5974210a5f236c5a36001c361d276640acd47c07c
90_CONTROL/C2_06_MENTOR_ROUTE_CONTRACT_RC1.json,1256,646a1edeb0d96b017be8ffd60ee6877838eacf8417b8fbd25e890156ad0e127e
90_CONTROL/C2_06_MODULE_AUDIT_LEDGER_RC1.csv,1684,7a8d6c3873186e4558da54a891fc30357f08f9f7e773c684845bdda34c26fd3e
90_CONTROL/C2_06_PL300_ALIGNMENT_RC1.csv,553,f97da661a58048cd15dc6bd6b14d29cd57ad4ce0a26e73ba0d7baacf461d7391
90_CONTROL/C2_06_SOURCE_VIDEO_REGISTRY_RC1.csv,3703,5d78e75eb900e4e9b8d5e591e7ecb6ab1959628ac37fd7fb110697a502fdf1bc
99_ADMIN_QA/C2_06_MODULE_QA_REPORT_RC1.pdf,7936,9a662d762b71f77c6d9a87d96fb90b99280fc1921c724416ec419b54d858e7e4
99_ADMIN_QA/C2_06_ORPHAN_ROUTE_DUPLICATE_AUDIT_RC1.json,85,d25df71ac4976e60f7e9deaa7c18a09ac0c5f9c0b85e3f186b85cd49aeebcf04
99_ADMIN_QA/C2_06_STATIC_RENDER_WORKBOOK_QA_RC1.json,3366,8ec7793ea81478b31415c81f586574d37848c4cf4b8b470ed578641fd9700bc4
99_ADMIN_QA/PROTECTED/C2_06_GATE_OBJECTIVE_CONTROLS_PROTECTED_RC1.json,568,7403ead7697edf1d254ff800184887a3e51cad789580e76addd99a2e5fb69895
README_FIRST_RC1.txt,1982,ac60f00cf037d11a1317e038569d9c58e09e7b54a28863f906a4e3b5f6b4cf9d
