relative_path,bytes,sha256
00_START/C2_07_START_HERE_TEACHING_RC1.pdf,6663,a05e434a83a0397901d7d8a2232cf3431c1fe62b0f9884b97d11c726b90e382a
01_TEACH/C2_07_CLOUD_FABRIC_ENTERPRISE_BI_TEACHING_BOOK_RC1.pdf,104017,1588b23c17614534af6406578e62a94574586dd27390381f515cacbf9ad0f45c
02_PRACTICE/C2_07_ENTERPRISE_OPERATIONS_PRACTICE_WORKBOOK_RC1.xlsx,18144,f9f80d8ef027e66675c1f2cd039ac394a75ec9d91d504e1f30871a2d58160e53
02_PRACTICE/C2_07_PRACTICE_DATA_RC1.zip,3782,e2fd4d8c700a575754d7615c9db67e267d06edf1cd2cf6e6ea62d3dfd73f5072
03_MINI_LAB/C2_07_MINI_LAB_NORTHSTAR_ENTERPRISE_DEPLOYMENT_BRIEF_RC1.pdf,5191,323deb06b9605a647773d34ba8dc0778092efa6bd96985b2f5b59f887806fce1
03_MINI_LAB/C2_07_MINI_LAB_NORTHSTAR_ENTERPRISE_DEPLOYMENT_RC1.xlsx,9299,a477eddf3c4c59a7d9aa5fc00374fd30b2e9c442785b58bba0a592a2d973bb76
04_ASSESSMENT/GATE_A/C2_07_GATE_A_DATA_RC1.zip,1158,e06b6e4be55ee054d8ff9d16627569cdb5ce2be1842ce5c52a5bb3208a6eee27
04_ASSESSMENT/GATE_A/C2_07_GATE_A_FRESH_ASSESSMENT_RC1.xlsx,6819,41154fb4b0eb972255c04e112cdcf7a1c7e1814f128c39471924e53e2674dd6c
04_ASSESSMENT/RETEST_ONLY_DO_NOT_OPEN/GATE_B/C2_07_GATE_B_DATA_RC1.zip,1174,01c175338a6daf4b702967c67f78cefdae82b2fffe3756af29d9b71c358b3a0e
04_ASSESSMENT/RETEST_ONLY_DO_NOT_OPEN/GATE_B/C2_07_GATE_B_FRESH_ASSESSMENT_RC1.xlsx,6818,2e628c0c2c0e4b34be8f343148ad052d13d7d46f0246ddd2401abd4d8858f314
04_ASSESSMENT/RETEST_ONLY_DO_NOT_OPEN/GATE_B/C2_07_GATE_B_REVIEW_PROTECTED_RC1.pdf,4899,fe2e607bc6b1a6d0256bad900852f447552d9199aebd637b71781566ed99f67b
04_ASSESSMENT/RETEST_ONLY_DO_NOT_OPEN/GATE_C/C2_07_GATE_C_DATA_RC1.zip,1178,b922b09fcbbcf70b80ca22812fdf1732a3540c4667e8001772988d8d8bd42c12
04_ASSESSMENT/RETEST_ONLY_DO_NOT_OPEN/GATE_C/C2_07_GATE_C_FRESH_ASSESSMENT_RC1.xlsx,6811,2beb03bfef7a34d7be02259684a34a33e7ff8f947cfefb2b809c0c8255e3df27
04_ASSESSMENT/RETEST_ONLY_DO_NOT_OPEN/GATE_C/C2_07_GATE_C_REVIEW_PROTECTED_RC1.pdf,4901,aec733053e25ea631961f9ef49d5163a5df516321bb881b4d99934e767bd5f56
04_ASSESSMENT/REVIEWS/C2_07_GATE_A_REVIEW_PROTECTED_RC1.pdf,4907,e94d5ea2bee2ccd8fb1c90bc82b84c37a9274b34d377018c77d00e6a5b74cbc9
04_ASSESSMENT/REVIEWS/C2_07_PRACTICE_REVIEW_PROTECTED_RC1.pdf,20111,ef57017b897a55b71532e69f6269b5811d655120d84799f02d91c40de0c5b04d
05_REPAIR/C2_07_TARGETED_REMEDIATION_CARDS_PROTECTED_RC1.pdf,10518,ad9edadc9c471bb1e55769de000dffdf889a6174c7db79a9ef1f00c99e51349a
90_CONTROL/C2_07_BASELINE_RESOURCE_PRESERVATION_RC1.csv,644,bec3b84fcc323bae1b318a9c37dbc023b0c323809418257cdcc04116c61a4a46
90_CONTROL/C2_07_CANONICAL_LESSON_ROUTE_REGISTRY_RC1.csv,2008,8571368fc1b9e4d85d796822bd73714a39347d9f4e5204502999440abec9cd09
90_CONTROL/C2_07_CROSS_COURSE_HANDOFF_RC1.json,1103,c430f08eb34fc4dedf4ff9e3eb52c811cea6b97507a682f1d43478e1bd241f53
90_CONTROL/C2_07_MENTOR_ROUTE_CONTRACT_RC1.json,1307,ac19de0e3cc7cc867a384df5f555703466550c24cbde6d300fa5ae5c3793f698
90_CONTROL/C2_07_MODULE_AUDIT_LEDGER_RC1.csv,1612,7fe46a86f41931fe4895077b1d183f70eaa418300939dd9c073d6052eb77e038
90_CONTROL/C2_07_PL300_ALIGNMENT_RC1.csv,1145,283a1b54c79fbdd85af51f643b6730578aa9e35698de5c56155fa8faef246a43
90_CONTROL/C2_07_ROUTE_ORPHAN_DUPLICATE_AUDIT_RC1.json,452,56e0ecd85ca607075f95a68f5e3b20d52ab9b51010fa96be2851682020b65a03
90_CONTROL/C2_07_SOURCE_VIDEO_REGISTRY_RC1.csv,4545,25d3741ec81960071ef8b7315a096d0f1217262cf2349e2a9c40fa706a531428
99_ADMIN_QA/C2_07_MODULE_QA_REPORT_RC1.pdf,7927,3002f6bb78144cc72d9fba24537132d4c41f1efb25587a9e10dcfa35c6395d98
99_ADMIN_QA/C2_07_STATIC_RENDER_WORKBOOK_QA_RC1.json,4110,89db0fb91f322288a1699973e7343978f97c691fbab7dab74ca9bd2dc47cc5fa
99_ADMIN_QA/PROTECTED/C2_07_GATE_OBJECTIVE_CONTROLS_PROTECTED_RC1.json,610,b381789f7c5cbfe1f76edbe312d1d8a79ff4bc7f2c8034df7ab3207a12ef9ed2
README_FIRST_RC1.txt,2193,8c5ce951d0355a412e9a4a8fbf3cafadad437e6a244bdfbc1fbbe0ba77e1341a
