relative_path,bytes,sha256
00_START/C2_05_START_HERE_TEACHING_RC1.pdf,6494,9feb9c80e336cfc8f249ac6ad093a8883575d71183141e8035c67ad84b973155
01_TEACH/C2_05_PYTHON_AUTOMATION_TEACHING_BOOK_RC1.pdf,108765,336f64c074f851a5da4d89bdc9cefdab6cf42b40ffc9f0e483d14ceb6e78950d
02_PRACTICE/C2_05_PRACTICE_DATA_RC1.zip,8799,ab38d9e59914cd9e2d96cbc2dd8766b84e3017a33f0c668a9a7ceef5e3e39cc3
02_PRACTICE/C2_05_PRACTICE_NOTEBOOK_RC1.ipynb,14246,dc8ea59762a8003802849311236dc81a903869c57c7583d5ef84ee1ed7cd2eca
03_MINI_LAB/C2_05_MINI_LAB_WEEKLY_REPORTING_PIPELINE_BRIEF_RC1.pdf,5008,e52ce82920c7d994ec2f770e2e64b76f356720062912455d1b56a46ad8a6f324
03_MINI_LAB/C2_05_MINI_LAB_WEEKLY_REPORTING_PIPELINE_RC1.ipynb,1992,035ae08787ec1cf62cd004cd47b13ce80344734bc7baa27b451084f286893c48
04_ASSESSMENT/GATE_A/C2_05_GATE_A_DATA_RC1.zip,1949,8bc7ffdb4baaff5a474a29ab88aba778314968b6d7c00ed78d5ad8c7d6ace142
04_ASSESSMENT/GATE_A/C2_05_GATE_A_FRESH_ASSESSMENT_RC1.ipynb,1939,0f52b5e26b139a6b292604fa81c924449090d86cc808e1c738242ed446b1ad10
04_ASSESSMENT/RETEST_ONLY_DO_NOT_OPEN/GATE_B/C2_05_GATE_B_DATA_RC1.zip,1710,4eafeae019463d16d503cef22dfcc531a5731951f580fe617a13d9b2850e65dc
04_ASSESSMENT/RETEST_ONLY_DO_NOT_OPEN/GATE_B/C2_05_GATE_B_FRESH_ASSESSMENT_RC1.ipynb,1942,fe3ef2be239b4c21c1f47b4952aaa5fa558f019d028bf40994ef73414f38e97d
04_ASSESSMENT/RETEST_ONLY_DO_NOT_OPEN/GATE_B/C2_05_GATE_B_REVIEW_PROTECTED_RC1.pdf,4866,8ee39ebb504f02c8748c17674b647f754049be842d2665bddac0fb7bc09cfd23
04_ASSESSMENT/RETEST_ONLY_DO_NOT_OPEN/GATE_C/C2_05_GATE_C_DATA_RC1.zip,1997,e4a329826996c83570ebafc6951440f1c7702814cb2d554b6c5d3d241c449fee
